utterance_id,conversation_id,agent,message,topic
559,24,agent_2,Yeah. Do you ever watch the SImpsons?,
560,24,agent_1,"I used to when I was younger, not so much now. Well, nice chatting with you!",
561,24,agent_2,"Same here, and have a great one",
562,24,agent_1,You too!,
563,25,agent_1,"Hello there, do you follow baseball at all?",
564,25,agent_2,"I know a little bit, I usually watch around tournament times.  I know it is so popular in Japan they were surprised America claimed it as their pastime.",
565,25,agent_1,"Yeah that is so interesting how popular it is over there, and how the young people are so surprised when they hear it wasn't invented there.",
566,25,agent_2,Did you know that until 2005 a married couple scheduled all of the games for the season?,
567,25,agent_1,"No, that is awesome though!  I wonder how they ever got into that job in the first place?",
568,25,agent_2,"I dont know, but scheduling out all 2430 games must be no easy task.",
569,25,agent_1,"No it can't be, and not all teams have roofs on their ballparks and all the different climates and all, tough work.",
570,25,agent_2,Do you know why managers wear uniforms?,
571,25,agent_1,I read that they are able to play if needed!  That would be so cool (barring major injury) to see your manager take a bat!,
572,25,agent_2,I wonder if it has ever been a need?  But it would be neat to see them step up,
573,25,agent_1,"Yeah I think I am going to look that up, very interesting baseball fact if it did happen.",
574,25,agent_2,"I ve heard that old baseball cards can be worth millions, I never collected as a kid, but my brother did.",
575,25,agent_1,"They can be, did you hear about the guy who found a 3 million dollar card collection in his grandfather's attic?",
576,25,agent_2,Thats crazy!  I should have my bother check out his cards.  They would probably have to be pretty old and rare to be worth that much though.,
577,25,agent_1,"You should, I know I used to collect any Ken Griffey Jr. card that I could find, I should go check those out.",
578,25,agent_2,There are also some first edition books that are worth a lot of money too.,
579,25,agent_1,"I agree, I really like finding old books at my local thrift shop.  Do you know what kickball is called in Canada?",
580,25,agent_2,I heard it is called soccer-baseball.  An accurate name if you ask me.,
581,25,agent_1,"Good call, and yeah accurate, but not the easiest to say lol.",
582,25,agent_2,Not at all.  lol,
583,25,agent_1,"Well it was nice talking with you today, I hope you enjoy the rest of the day.",
584,26,agent_1,Hey how's it going. I think animals are so fascinating and I love learning about them. Did you know there are about 20 quintillion individual animals on planet earth?,
585,26,agent_2,That is how many zeroes ? Does it count insects ?,
586,26,agent_1,I don't believe it counts insects. But yes a lot of zeros. Over 1.5 million living animal species have been described.,
587,26,agent_2,"By definition animal are multi cellular and eukaryotic, so it includes insects.  I just remember. Which is your favorite animal ?",
588,26,agent_1,Oh nice good call. I love wolves. I would like to know more about them. Apparently the study of animals is called zoology.,
589,26,agent_2,"And they have a long history, there are animals on earth since 542 million year ago.",
590,26,agent_1,That is amazing. They are of all shapes and sizes to ranging in length from 8.5 millionth of a meter to 33.6 m.,
591,26,agent_2,"Yeah, Whenever I have hiccups, I think about the fact that is from the time that animals had lungs and gills.",
592,26,agent_1,Yeah pick ups are so annoying. I wonder when evolution will finally released their hold on us LOL.,
593,26,agent_2,Maybe in another 542 million years...,
594,26,agent_1,Yes perhaps. I like how some countries protect animals. Scotland even protects fantasy animals like the Loch Ness monster.,
595,26,agent_2,"That is funny, but more seriously Germany gave constitutional  right to animals, do you think they went too far ?",
596,26,agent_1,I think animal should be protected but I think it's kind of funny that they were given rights. That happened a while back in 2002 I wonder if anything has changed since?,
597,26,agent_2,"Maybe they when back to when animals had no rights because it created too much drama, do you like dramas ?",
598,26,agent_1,Yeah I love dramas! Aristotles Poetics were actually the earliest work of dramatic theory.,
599,26,agent_2,"Humans like to listen to stories, you can even listen to old radio dramas on the web, have you ever listened to one ?",
600,26,agent_1,Oh nice. I never have but it sounds like there are thousands to choose from!,
601,26,agent_2,"There are really good and relaxing, it is less engaging for the eyes than watching a drama on TV.",
602,26,agent_1,Yeah and perhaps more stimulating. Michael Caine became a drama actor to get close with all the pretty girls!,
603,26,agent_2,"Jon Hamm taught drama in high school, I hope it was not because of the pretty girls.",
604,26,agent_1,Haha maybe it was too. He taught Ellie Kemper who acted in The Office-a great show! Well it was great talking with you today! Hope you have a good rest of your day.,
605,26,agent_2,Thanks have a good day.,
606,27,agent_1,Hey would you ever watch Harry Potter on Broadway? I think they're coming out with it,
607,27,agent_2,I would watch it. I loved the books and the movies. Did you like them?,
608,27,agent_1,"No I never read them, I only like some of the movies, so this probably wouldn't be for me but I might watch it if I had a free ticket LOL",
609,27,agent_2,Do you ever go to musicals or the theater?,
610,27,agent_1,"I used to go to operas a lot. We live by in opera house that is closed, but I haven't been there in a while, what about you? And what is your favorite Harry Potter book by the way?",
611,27,agent_2,I loved the Prisoner of Azkaban. I liked Sirius Black's character. I go almost every year to a show. I live in chicago so it's close,
612,27,agent_1,Yeah that makes sense. I can't believe that JK Rowling was turned down by 12 Publishers before she finally found someone to make her books slow,
613,27,agent_2,So sad the an owl sanctuary was needed to house abandoned owls from the books...,
614,27,agent_1,"People don't think through their decisions like getting pet owls unfortunately, it's interesting that Michael Jackson wanted to do a Harry Potter Musical though",
615,27,agent_2,"Speaking of weird pets, Michael Jackson had a collection too! Rowling wanted an all british cast.",
616,27,agent_1,"Yes I think that makes sense. It's funny that Warner Brothers was going to threaten movie theaters if they ever put up a poster that parodied Harry Potter, I guess they were worried about their bottom line",
617,27,agent_2,I suppose. I wonder why that is the movie they drew the line in the sand on? But when you,
618,27,agent_1,"Yes I don't know, but I do know that Harry Potter made a lot of money at the box office, who do you think is the top worldwide star for film earnings at the box office by the way?",
619,27,agent_2,"Sorry, the ""'"" is too close to the enter button... But when you're that big, you can make demands... I have no idea who the top earner is. Do you know?",
620,27,agent_1,"Yes it's Tom Hanks actually. He's made over  8.5 billion dollars at the box office worldwide, that's insane!",
621,27,agent_2,Makes sense but that a lot of money! Wow!,
622,27,agent_1,Yes exactly! What do you think about Disney almost shutting down there Animation Studio? Sleeping Beauty apparently didn't make much money yet it's one of my favorite movies,
623,27,agent_2,That would have been short sighted and such a loss!,
624,27,agent_1,Yes I agree. Did you ever see the movie Trojan Wars by the way? And only need about $300 at the box office LOL,
625,27,agent_2,"$300!!!!???? What a dud! Did you see it? Well, the odds are that you did not...",
626,27,agent_1,"Haha nope definitely didn't see it, have you seen the Disney movie Treasure Planet though? It was based on the book Treasure Island",
627,28,agent_1,So what do you think about home schooling?,
628,28,agent_2,"I think it's great! It's not for everyone, but it's a good option for families and students to have. Did you know that 1.8 million students are home schooled?",
629,28,agent_1,"Yes, I did. That's actually a surprisingly large number if you think about it. Did you know that most kids who are homeschooled are because of religious reasons?",
630,28,agent_2,"Yes, two thirds. But there are lots of good reasons for home schooling. I think it's too bad that it gets so much bad press.",
631,28,agent_1,I think one of the best reasons would be for the ability to learn at your own pace as a kid.,
632,28,agent_2,"Yes, definitely. To be able to learn more and to be free from the negative stuff that a lot of kids deal with in schools.",
633,28,agent_1,"Agreed, especially since most of junior high and high school was really just learning how to deal with difficult people and do pointless work. Most of the information and skills needed for college weren't taught.",
634,28,agent_2,Exactly. A lot of it is just learning your place in the social pecking order and doing boring work without learning anything.,
635,28,agent_1,"I will say, however, there is something to be said for learning the social pecking order and dealing with boring, inane, work. Mostly that, unless you're one of the lucky ones, you'll have a job or nine at some point in your life that's filled with jerks and are your bosses and boring inane work.",
636,28,agent_2,"Yes, that's true. Did you know there was widespread panic in the 18th century because novels were becoming popular?",
637,28,agent_1,"I don't know if it was a widespread panic, I had heard there was a moral panic but I don't know how large it was. I mean, I could have been like 100 people getting together to complain loudly and it made it into the history books, you know.",
638,28,agent_2,This is true. It was a moral outcry.,
639,28,agent_1,"I'm not really sure what was going on in the 18th century, or what was being written, to get people into a tizzy over books. What do you think their problem was?",
640,28,agent_2,"It was new(ish) and unregulated. Anything could be published. As printing became more affordable, there wasn't much oversight. Novels had existed for a long time, but their audience had been smaller because fewer people could read and publishing involved a bigger investment.",
641,28,agent_1,That's eerily reminiscent of the early 90s into the 2000s with the internet.,
642,28,agent_2,"Exactly. Like the internet of the early 2000s when suddenly a lot more people were online, and it was a free for all. Publishing had been like the 20th century internet - limited to people with higher incomes or higher education levels, for the most part. I heard the speed reading record is 4700 wpm. I wonder how that would be calculated. That can't be for reading out loud.",
643,28,agent_1,"Most likely they are given a set block of information to read, they read it starting and stopping a timer, and then are judge on comprehension to determine how much they actually read. The's the weird thing about speed reading, you can skim 50% of it and still get the required information and context of most blocks of text.",
644,28,agent_2,Right. I wonder how much speed readers skim.,
645,28,agent_1,"When it comes to sighted reading, a lot. I'm not sure about something like Braille though.",
646,28,agent_2,"Yes, I wonder if they have Braille speed reading contests.",
647,28,agent_1,We have competitions for everything. I would have to assume that we would even with a tactile reading language like Braille. It's just something we has humans do.,
648,28,agent_2,"Yes, I agree. I'm going to look it up now. Have a great day! It's been good talking to you!",
649,29,agent_1,Do you like horses?,
650,29,agent_2,"Hi there, I do like horses, but haven't gone riding since I was a young kid.  How about you?",
651,29,agent_1,I do too. Did you know Clint Eastwood is allergic to horses?,
652,29,agent_2,"I think I heard about that before, so crazy because how many movies has he starred in where he was on a horse or near them.",
653,29,agent_1,"Yeah, I wonder if he has to take anything for that?",
654,29,agent_2,"That is a good point, I'm sure he does.  Did you hear about the high school kids who rode their horses to school?",
655,29,agent_1,"Apparently they got suspended, right?",
656,29,agent_2,"Yeah they sure did, I think it was during a 'no vehicles to school day' and they tried to be clever, I think they were.",
657,29,agent_1,WOW! Poor kids. Did you know that Icelandic horses have a fifth speed?,
658,29,agent_2,I think I heard about that as well.  I wonder what that fifth trot speed looks like?  I'm sure there is a YouTube video out there.,
659,29,agent_1,I heard it is called the tolt.,
660,29,agent_2,Lol!  That is pretty funny.  Do you know the name of the horses who perform classical dressage performances?,
661,29,agent_1,Are they Lipizzaner horses?,
662,29,agent_2,"Good call!  Yeah that's the name, but I am curious to see what that all looks like?",
663,29,agent_1,"I think they are born black and brown, but then turn completely white.",
664,29,agent_2,"That is amazing, I wonder how and why that happens?",
665,29,agent_1,I'm not sure. Good question. Do you like Fenders?,
666,29,agent_2,"I sure do, the Fender Stratocaster is one of the coolest guitars there are, how about you?",
667,29,agent_1,"Yup, I have 3 strats to be honest. I love them, they are super light. Well, nice chatting with you!",
668,29,agent_2,"Wow!  That is very cool, I bet they are really fun to play too!",
669,29,agent_1,Yeah they are. Well take it easy today!,
670,29,agent_2,"Yeah you too, have a good day!",
671,30,agent_1,Hi. Do you like to travel?,
672,30,agent_2,"Pay their I do like to travel. I just got back from Florida, it was in Naples, where do you like to travel to",
673,30,agent_1,"When I go to Florida, I like to visit Disney World. Did you know the Disney company has been around since 1923?",
674,30,agent_2,"No I didn't know that that's a long time, it's interesting that they change their name to the Walt Disney Company in 1986",
675,30,agent_1,"Yeah, they were originally the Disney Brothers Cartoon Studio, since two brothers founded the company.",
676,30,agent_2,Yeah that makes sense. Did you know that Minnie Mouse's real name is Minerva by the way,
677,30,agent_1,I had no idea! Disney makes more money than NBCUniveral and WarnerMedia. They are a huge company!,
678,30,agent_2,"Yep they absolutely are huge company! What do you think about people that go through Disney movies to try to find the""Hidden Mickey Mouse""images in them",
679,30,agent_1,That's an interesting hobby! Did you know that the robot Wall-e was named after Walt Disney? His middle name was Elias,
680,30,agent_2,"Wow well that makes sense, but also it makes sense that you would hire Bill Nye to be the science consultant for the movie Flubber, that is a movie that's not need a science consultant though LOL",
681,30,agent_1,Haha. I guess they wanted it to be scientifically correct? Disney specialized in animation before they opened any theme parks.,
682,30,agent_2,Yeah I did know about that. I can't believe Disney was founded back in 1923 that is almost 100 years ago,
683,30,agent_1,That's pretty cool. Their headquarters is in California.,
684,30,agent_2,"The office in Burbank California specific oh, I've never been there though I've only been to disney world in Orlando",
685,30,agent_1,"Me, too. Some people call Disney ""Mouse House"". I've never heard that one before.",
686,30,agent_2,No I've never heard that either. How often do you read by the way? Have you ever read the book Starship Troopers,
687,30,agent_1,"I have heard of that, but I never read it. It takes me a long time to read. Unlike Anne Jones who can read 4700 words per minute!",
688,30,agent_2,"Yep that is a lot! And I did not read the book Starship Troopers but I did see the movie, apparently it is recommended by the US Military",
689,30,agent_1,I heard 3 out of 5 branches recommend it. I wonder which three?,
690,30,agent_2,"Haha that's a good point. The movie is actually very anti-military which is why I was curious if you had read the book, I was wondering if a book is different",
691,30,agent_1,That's an interesting question. Ender's Game is also recommended by the military. Have you read that one? I haven't.,
692,30,agent_2,No I didn't read that book but I did watch the movie. The movie is kind of bad in my opinion and I even like Harrison Ford who stars in it,
693,31,agent_1,Good Morning! How are you today?,
694,31,agent_2,"Hello, good thank you. Do you like baseball?",
695,31,agent_1,"I like to watch it live, how about you? I always wondered why the managers wore uniforms too!",
696,31,agent_2,I do too. Funny they can technically play if they are needed.,
697,31,agent_1,I'd like to see a 75 year old manager take the field sometime haha. I wish I was the guy who found that valuable card collection in his grandpa's attic!,
698,31,agent_2,That would have been nice. I saw he found three million dollars worth!,
699,31,agent_1,That would be a nice little find. I wonder if there are baseball cards in Japan since it is so popular there!,
700,31,agent_2,I have heard that too. Did you know kickball in Canada is called soccer-baseball?,
701,31,agent_1,"That would be hard to say ten times fast lol. I like how softball has made its way into our past time, but professionals only make 5000 to 6000 dollars!",
702,31,agent_2,I think so too. That's not a lot of money at all!,
703,31,agent_1,"Not at all. I feel bad! I'm sure the YMCA was hoping for more success in volleyball, softball, and basketball when the invented it!",
704,31,agent_2,Jose Conseco claims to hold the record for the longest softball homerun.,
705,31,agent_1,Was this when he was taking steroids or before haha? I couldn't have sat through the 31 inning game when it happened in 1991!,
706,31,agent_2,haha probably during his steroid use. That's way too long of a game for me too!,
707,31,agent_1,I would be in my REM cycle on inning 10 haha. Did you know the first sporting event on ESPN was a slow pitch softball game?,
708,31,agent_2,I did not know that. Do you know much about telephones?,
709,31,agent_1,A little bit about Iphones. I know they have a crazy amount of computing power!,
710,31,agent_2,They have tons of computing power. More than the entire US nuclear ICBM deterrent system which is scary.,
711,31,agent_1,So scary! I need to do the UNICEF challenge where they donate clean water to kids for every minute you're not on your cellphone!,
712,31,agent_2,That's very awesome they do that. Good for them.,
713,31,agent_1,"I'm going to go look into that. It was a pleasure chatting, have a great day!",
714,32,agent_1,Do you watch basketball?,
715,32,agent_2,I do watch some.  I heard it was invented by the ymca.  Do you watch?,
716,32,agent_1,"Really, I think James Naismith invented it, was it at the YMCA. I like watching it NBA and college",
717,32,agent_2,My mistake.  I like watching college too.  I like when players such as Tim Duncan stay in school to get their degree before going to the nba.,
718,32,agent_1,"Right, if i remember right, it was his last promise to his dying grandma. People like that make it awesome!",
719,32,agent_2,They really do.  Especially when you think about how 60% of players are broke after retirement.,
720,32,agent_1,"for sure, like allen iverson. I heard he is broke even though he has such a good reebok contract",
721,32,agent_2,i heard about his contract.  He is broke?  Wow!  Word is that NBA players are the world's best paid athletes.,
722,32,agent_1,Yea I heard he was asking for cheeesburgers from fans. When he turns 55 he gets like 32 million dollars,
723,32,agent_2,"That is sad.  I guess some of those players just don't handle money right at all.  Spencer Haywood chose $100,000 over a 10% stake in nike. Had he chosen the stake it would be worth $8.62 billion now.",
724,32,agent_1,"yikes, poor guy. I don't know what I would do with my life lol. Are you a fan of jordan shoes?",
725,32,agent_2,Not really. Those are the Michael Jordan ones right?,
726,32,agent_1,"yea, he used to wear them even though they were banned by the NBA, he got fined everytime but never paid it because nike did",
727,32,agent_2,I imagine there is a lot of money to be made by companies through advertising with the NBA.,
728,32,agent_1,"So much money I bet, I am sure it was like pennies to nike to pay for those fines",
729,32,agent_2,"Totally.  The NBA just might have fined Nike to increase ratings and advertising revenue.  i mean, they fined a coach for saying they shouldn't play games on Christmas Day.",
730,32,agent_1,"wow, that is crazy. I agree with the coach, let them enjoy their time.",
731,32,agent_2,i agree with him too.  People can always watch dramas on tv on Christmas if they need to watch something.,
732,32,agent_1,"For sure, I like dramas! It was so nice chatting with you!",
733,32,agent_2,"I like them too.  I've heard about one called ikea heights that sounds like it might be interesting.  Well, It's been nice chatting with you as well! Have a great day!",
734,32,agent_1,Enjoy your day also!,
735,33,agent_1,hi how are you? are you a baseball fan?,
736,33,agent_2,Not at all. I'm not much of a sports fan of any kind. Are you?,
737,33,agent_1,I follow baseball around the world series. Hm. What about star wars? that is a great film. do you like it?,
738,33,agent_2,"I loved the original trilogy, the prequels not so much. But I really need to rewatch them so I can watch the newer stuff and understand it. Are you a fan?",
739,33,agent_1,"The original was the bomb, as the kids say. I think that the later ones lacked a mysticism, a spiritualism that make the early ones fun. the graphics dont mean much to me.",
740,33,agent_2,"I just remember that the prequels all seemed to violate the implied past timeline and all the past worldbuilding in the OT.  Marcia Lucas might have made the difference in quality, you think?",
741,33,agent_1,"Yeah, george really needs help with story and character. creative guy, but without guidance, he doesnt pull together a story.",
742,33,agent_2,"I haven't seen The Force Awakens, The Last Jedi, or any of the new stuff and I'd like to. Have you seen them?",
743,33,agent_1,"I have, and for the most part, it feels like the directors are trying to capture the spirit of the trilogy, but it is not possible. maybe im old? LOL",
744,33,agent_2,"Anything would be an improvement over the prequels IMO. I don't know anything about the Extended Universe, but I've seen a lot of fans complaining that the new stuff erases it.",
745,33,agent_1,I would HATE to have to make a sequel. you cannot please everyone and there are so many complainers.,
746,33,agent_2,"Yeah. It would help for people to be less dogmatic about THE canon and allow for alternative fan canons, I think. I'm more of a Star Trek fan, and this applies there especially.",
747,33,agent_1,Star Trek has held up a bit better I find. There were like 80 episodes in TOS and a lot of variation in stories. It is more flexible.,
748,33,agent_2,I love the TNG universe more than any other part of the franchise.,
749,33,agent_1,"I could see the appeal. the original was a morality play, but i was a kid and i didnt care. i caught TNG too late. i think the magic wore off by then.",
750,33,agent_2,I was in my mid-20s when it came out.. But themes in post-scarcity communism generally fascinate me. I'm also fascinated by the technological presuppositions behind different fictional universes -- like all the stuff Frank Herbert had to jigger around to make feudalism feasible in Dune.,
751,33,agent_1,"ok, you like sci fi, and the serious stuff too. Herbert and Dune? that is serious stuff. I would love to see a show like that on tv, but maybe the fan base would not be big enough. Explosions! thats what people want.",
752,33,agent_2,LOL. The only video adaptation I've seen is the old Lynch movie. I really should check out subsequent treatments. I started watching an occasional episode of The Expanse just because I thought it would be an interesting comparison to Robinson.,
753,33,agent_1,"Yeah, the super extended directors special edition or whatever? i dont know the novels, and the movie was a bit confusing. The Expanse? ok, i'l check it out. Anyway, great chat!",
754,33,agent_2,"I think there's a bit more to go. There was a Dune miniseries, I think.",
755,33,agent_1,"Ok, ill look for that. thanks for the tip! Anyway, great chat! Have a good evening!",
756,33,agent_2,You too!,
757,34,agent_1,"Do you like basketball, swimming or hockey? I like all of them...",
758,34,agent_2,"I love swimming and basketball, but I've never been lucky enough to try hockey. Not enough ice where I live!",
759,34,agent_1,Ha! Where do you live? I swam competitively for a long time so I have an affinity for it.,
760,34,agent_2,"I live in the southwest USA desert. Not much in the way of water here either, but we've got some nice artificial pools. What kind of swimming did you do?",
761,34,agent_1,"I swam in High school and college. Swam IM and back... Never where the athlete has their hands and legs bound, and swims like a dolphin.",
762,34,agent_2,"That kind of swimming makes me feel nervous. If something went wrong, the last thing I'd want is bound hands. Did you have to pass a swimming test to graduate like students do at some universities?",
763,34,agent_1,"No, I swam on the swim team. We traveled to competitions and swam other colleges. It was fun.",
764,34,agent_2,Do you still swim for recreation or exercise?,
765,34,agent_1,"no, it became too much like work. what about you?",
766,34,agent_2,"I only ever swim for fun, usually in the summer when it's hot. Never been quite good enough to compete. No Summer Olympian here!",
767,34,agent_1,Nice. Do you like to watch the olympics?,
768,34,agent_2,"I like to watch the events, but I usually skip the talking and backstories in between. The competition is the exciting part for me.",
769,34,agent_1,Ditto. The united states has almost as many gold medals in swimming as the rest of the world combined.,
770,34,agent_2,"That's incredible. I wonder who dominates Olympic hockey. I'd guess Canada, since they did so well in the first winter Olympics and it's their national sport.",
771,34,agent_1,I think so. Also Finland and those countries like Sweden.,
772,34,agent_2,"If you could choose a type of hockey to try, would you pick bandy, field hockey, or ice hockey?",
773,34,agent_1,Ice. I think I would sweat a lot and the ice would help!,
774,34,agent_2,"I think ice would be the most fun, but it would also be hard to learn to skate AND play the sport at the same time!",
775,34,agent_1,Agreed. I have skated a lot and could never play hockey.,
776,34,agent_2,I've only roller skated and discovered I'm super clumsy that way. Ice skating takes a whole different kind of balance. I do better when the ice is melted - can't fall down if I'm swimming in it!,
777,34,agent_1,HA! That's a good attitude. An average professional hockey player will lose up to 8 pounds in one game.,
778,34,agent_2,That sounds like incredibly hard work!,
779,34,agent_1,"Yeah, i could not do it.",
780,34,agent_2,Good thing you decided on swimming in school then!,
781,35,agent_1,Hi!,
782,35,agent_2,hi,
783,35,agent_1,Do you really think she died of lung cancer?,
784,35,agent_2,no,
785,35,agent_1,Same,
786,35,agent_2,"do you want ""Isn't it a pity that the UK is a 'no-fly' zone for publishing the truth about this group? These Kremlin-connected oligarchs feel free to buy Belgravia,",
787,35,agent_1,"Yeah, She estimated that Putin's personal wealth at $40 billion",
788,35,agent_2,yeah but very costly,
789,35,agent_1,It's sad that only super rich receive the greatest protection from the state.,
790,35,agent_2,ok,
791,35,agent_1,She was very educated.,
792,35,agent_2,yeah very educated,
793,35,agent_1,Did you know that scientist Harrison schmitt was the only scientist to walk on the moon.,
794,35,agent_2,yeah Schmitt resigned from NASA in August 1975 in order to run for election to the United States Senate as a member from New Mexico,
795,35,agent_1,Interesting. Do you enjoy jazz?,
796,35,agent_2,no,
797,35,agent_1,Me neither,
798,35,agent_2,"ok sirand madam ,do you wand The short Russian flirtation with democratic norms in the 1990s, she said, had long since disappeared",
799,35,agent_1,It is surprising that the US president's guest house is larger than the white house.,
800,35,agent_2,ok,
801,35,agent_1,"It was nice talking to you, have a happy holiday.",
802,35,agent_2,"same to you sir ,have a happy hoilday",
803,35,agent_1,Bye,
804,36,agent_1,Have you ever played a virtual reality game?,
805,36,agent_2,"Hi! Yes and I love anything PlayStation, especially the PlayStation VR. Namely the game Moss which is like living inside a diorama to which you can manipulate bits of the scenery. What about you?",
806,36,agent_1,"I was able to play one once at Christmas, and I have a Gear VR, but I really want something more immersive and polished like the PS VR. That game sounds cool.",
807,36,agent_2,"Agreed! So you're a PlayStation fan? I remember when they launched in December of 94. Now here we are today with the PS4, PSP, etc. And it's crazy there are 41 million PlayStation Home users as well!",
808,36,agent_1,I like it better than the xbox. But I have only ever had a PlayStation 2. I heard the government once built a super computer out of 1760 PlayStations.,
809,36,agent_2,"That is crazy, isn't it? I would have loved to have seen it. I bet it was amazing! Ha! I mean, even PS3's are being used to research black holes. It's like they provide entertainment for civilians, scientists and government officials.",
810,36,agent_1,"Sony is having to make these amazing processors that are also affordable to kids, so I guess it's a cheaper way to get the processing power.I wish they still sold hard copies of games more though and digital wasn't so emphasized. I heard the original GTA game could be put ina CD player and would play the soundtrack",
811,36,agent_2,"Oh, yeah! I do remember putting it into the cd player and jamming out to the music. I wonder if any gaming discs do that today? Maybe FISA 14 can. Ha! Being the last game made for PS2 but also the first game to span three different console generations, there's no telling!",
812,36,agent_1,"What happens in that VR game you mentioned, Moss?",
813,36,agent_2,"It's like the new standard bearer for PSVR. Basically, it is a game that unfolds within the pages of an illustrated book. Speaking of books, what's your opinion on libraries?",
814,36,agent_1,I don't really use them but they're important. I think they're becoming a little more obsolete now that the internet has everything from books to enormous numbers of educational texts. But back before computers they were a big deal. I heard this story about a British Prime Minister who personally opened a library with his personal collection. he carted them over in a wheelbarrow.,
815,36,agent_2,"That was great for him to do. You are right though, they are becoming obsolete but thankfully there are still more libraries out there than McDonald's plus half the adult population still have library cards, so there's hope. Ha!",
816,36,agent_1,You can use your library card to check out books for your kindle or e-reader now. I personally love to do that. Even audiobooks. You can actually get a lot of things from libraries now. Like sewing machines and tools.,
817,36,agent_2,"That is true. I actually heard about that very library in Sacramento and would love to check it out someday. But hey, it's too bad America can't be like Norway where the government buys 1000 copies of your book and distributes them to libraries across their country!",
818,36,agent_1,"That's kind of crazy, a lot of people write awful books! But i guess Norway has a smaller population and they w ant to encourage their homegrown authors. Anyway I think television has taken a lot of people away from reading.",
819,36,agent_2,That is true and we're all guilty of watching too much television. I especially like the Simpson's although there's one episode where Bart never makes an appearance nor is he mentioned that I want to see but haven't yet!,
820,36,agent_1,"I haven't watched the Simpsons in years, but I was a little kid when it came out. That's crazy to think about. But I was a teenager when Pokemon started and it's already had 750 episodes. That makes me feel old.",
821,36,agent_2,Ha! Don't feel bad although that is a lot of episodes. Can you believe there's 750 Pokemon episodes and yet the UK remake of 70s Show lasted only ten episodes? That's kind of strange!,
822,36,agent_1,"UK shows don't go on forever, they usually run a series that is 6 episodes long and then might do another series. But it's not like the US where shows get on and go on til they're canceled.  You know they call it a Tele over there?",
823,36,agent_2,"I wasn't aware of that but it doesn't surprise me. They have a different term for everything  - kind of like Thomas the Train has many different narrators for 52 episodes at minimum which includes Alec Baldwin, George Carlin and Ringo Starr!",
824,36,agent_1,It's funny how big stars will do little things like that. Well I've got to go!,
825,36,agent_2,"So true. Heck, it's even more surprising how courteous they can be at times - like how the Simpson's crew sent the South Park producers flowers after airing the Family Guy episode! Ha! Well it was great chatting with you! Have a wonderful evening!",
826,37,agent_1,"hi, do you enjoy dramas?",
827,37,agent_2,"If on TV or in the movies, but not at work! They don't pay be enough to endure drama in the workplace. Not like I am Hugh Laurie, pulling down $700k per episode of House!",
828,37,agent_1,That is amazing and it was a great show I really enjoyed it,
